hub,BRS,risk_tier,avg_delay,sla_breach_rate,total_load,bc_unweighted,bc_weighted,degree_centrality,in_degree,out_degree,closeness,clustering,pagerank,pagerank_weighted,delay_norm,bc_norm,load_norm,sla_norm,sla_trips
IND403401AAA,0.22214356752009207,Critical,7.174870213270579,1.0,18.0,0.0,0.0,0.0006038647342995169,1,0,0.0008051529790660224,0.0,0.00028854880113049914,0.0003211259417486294,0.20587240831604495,0.0,0.000441123047381805,1.0,18
IND562125AAA,0.22156488878239072,Critical,7.125,1.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.20444145547591422,0.0,5.189682910374176e-05,1.0,3
IND842001AAA,0.22018518685116945,Critical,2.2015213542123035,0.9901269393511989,1980.0,0.01371320256286761,0.01371302012639199,0.013285024154589372,10,12,0.10059789204305614,0.023809523809523808,0.004769264122467184,0.00492390572826682,0.06316943577775004,0.13095486982215532,0.051351912398152476,0.9901269393511989,1960
IND175015AAA,0.21977863297774813,Critical,6.754442960889272,1.0,81.0,0.0005341740006129865,0.0005341740006129865,0.0012077294685990338,1,1,0.0008051529790660224,0.0,0.0004390748097634411,0.0004429917156292697,0.19380886313729773,0.005101187489546746,0.0020758731641496706,1.0,81
IND829121AAA,0.21812788735483962,Critical,6.671638848484384,1.0,71.0,0.0002663572544040165,0.0002663572544040165,0.0012077294685990338,1,1,0.07063712232081658,0.5,0.0004743303691432931,0.0006155728012621244,0.19143292022369118,0.0025436249094051397,0.0018163890186309616,1.0,71
IND501401AAC,0.2180379435657356,Critical,6.6691924477638755,1.0,58.0,0.0002670870003064933,0.0002670870003064933,0.0012077294685990338,1,1,0.0006038647342995169,0.0,0.0003157072717394195,0.0003185237513780839,0.19136272433260654,0.002550593744773373,0.0014790596294566403,1.0,58
IND462021AAA,0.21756542823890623,Critical,6.7272727272727275,1.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.1930292530171311,0.0,2.594841455187088e-05,1.0,2
IND271001AAA,0.21687896116212782,Critical,6.606104571825172,1.0,104.0,3.648729512383788e-07,3.648729512383788e-07,0.0012077294685990338,1,1,0.0008051529790660224,0.5,0.0011181135190702302,0.0011271906963241545,0.18955250999158305,3.4844176841166303e-06,0.002672686698842701,1.0,104
IND110020AAB,0.2164377314006627,Critical,6.5968963579240265,1.0,37.0,0.0,0.0,0.0012077294685990338,1,1,0.08454121677050308,0.0,0.0004045761959735037,0.0005857305552310242,0.18928829375968356,0.0,0.0009341429238673517,1.0,37
IND523201AAA,0.21631582504959235,Critical,6.58269056261343,1.0,41.0,0.0,0.0,0.0006038647342995169,1,0,0.0009057971014492754,0.0,0.0005439809602453513,0.0005488313517502502,0.1888806792376497,0.0,0.0010379365820748353,1.0,41
